,text,voice_id,is_correct
16,"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",AwACAgIAAxkBAAIBBl-g8TEssRi6cm7qEFtsyr-Y6wn9AALLCgACxSQISaq1AlDYxuHkHgQ,False
17,"muhammad yusuf ijodining o'ziga xos xususiyati shundaki, u juda oson o'qiladi, sodda, xalqchil.",AwACAgIAAxkBAAIBEl-g8UFL7ixellYpNbK2uqeYLRzBAALMCgACxSQISZGBslUazi_5HgQ,False
18,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAOzX6Dw0gcsgKb4aqro9Yqgv7Jd73oAAmoJAAJ4ywhJ7QuxsxD869oeBA,False
19,Ushbu avtomobil tannarxini tushirish uchun uning konstruksiya qismlarini maksimal darajada saqlab qolish harakatidamiz.,AwACAgIAAxkBAAPxX6DxGWk6mcUgElMCeD7WJ3fTQacAApUIAAICGghJI39Te8rbcIIeBA,False
20,"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",AwACAgIAAxkBAAIBHV-g8Ut9KTzTqlFbJfpvTPaef3ldAALsDQACyqwAAUn09FR0mfxkGR4E,False
21,Kinematik sxema va uni boshqaradigan elastik boshqaruv dasturini ishlab chiqyapmiz.,AwACAgIAAxkBAAIBIV-g8Uy26G5UOVJjqPeM4r_K4pDoAALMCgACDwIISZeOULio1OpeHgQ,False
22,yomon axloqning qalb sofligiga beradigan zarari esa qo'rqinchliroqdir.,AwACAgIAAxkBAAIXKV-kIfQznPEm-1GBFtfkzu9ELTgqAALRCQAC-MMgSaTK-Le1cRIrHgQ,False
23,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAIYTV-kt3s0_A8waN8W4jRklVHPxYr-AAIiCgACfN0YScM0-jTCfodQHgQ,False
24,"Bashorat qilish juda qiyin narsa, ayniqsa kelajakda nima bo’lishini bashorat qilish.",AwACAgIAAxkBAAIK9l-hp4FI_giM4buhcgNnT0HpeDTCAAIhCAAC-QoQSbEPx3XXiznKHgQ,True
25,Hali ham yosh bola ekansan.,AwACAgIAAxkBAAIKtl-hpjazPHo3gWKdgXrX-xmd-N2-AAMIAAL5ChBJYkoAAftStS21HgQ,True
26,Bolsheviklar ham xuddi shu ishni qilishadi,AwACAgIAAxkBAAIKeF-hpVGwsfewrkz4SM3ablOvwhuTAALkBwAC-QoQScRc2aD3IOHJHgQ,True
27,O’zbek musiqiy sana’ti afsonasi Ruslan Sharipov vafot etibdi.,AwACAgIAAxkBAAIR_l-i_frVgSlBG16FFxejZJRnLaNKAAIXCwACauUZSX1g0MBzZ9vpHgQ,True
28,"AQShda bugun saylov kuni. Har gal saylovlar boʻlsa, quyidagi gap esimga keladi.",AwACAgIAAxkBAAISOl-jAAGcLFVMKHRoJPJVkW0YXW0SZwACywkAAtY8GElYPAidQGT-Mx4E,True
29,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAMpX51e2JJNEdZNGqMeEcxlXKQj2vIAAjwIAAIirelI38msll9rcQQbBA,True
30,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAN4X5_lOv6uIWac55qN8pNfXjTCD60AAs4JAAIMOwABSeUvbd3PtllzHgQ,True
31,vazirlar mahkamasi yangi saylangan O'zbekiston respublikasi oliy majlisi oldida o'z vakolatlarini zimmasidan soqit qiladi.,AwACAgIAAxkBAAN_X5_lqIk__jvNXbpK6D2nj4ZGiV4AAs8JAAIMOwABSc1IlPTxFIX1HgQ,True
32,"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",AwACAgIAAxkBAAPUX6Dw92HJnm3vIdt4Mc4I-gpUv-kAAvwKAALr7whJSDQWnUrx8MUeBA,True
33,vazirlar mahkamasi yangi saylangan O'zbekiston respublikasi oliy majlisi oldida o'z vakolatlarini zimmasidan soqit qiladi.,AwACAgIAAxkBAAOFX5_7bHVGpulxbin8YsmyQWP65RQAAuIJAAK0HwFJyw8hgn62oDYeBA,True
34,"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",AwACAgIAAxkBAAOHX5_7jkdHbBJCH6vzhCxHknE2nLUAAuQJAAK0HwFJJCz2rtr4uiIeBA,True
35,"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",AwACAgIAAxkBAAPmX6DxEMPchGQN3H0gVgw34VEZWl0AAm0JAAJ4ywhJ7gpg6lICpzMeBA,True
36,"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",AwACAgIAAxkBAAPfX6DxA7RKYVh62r18X7Q0wgdRPSAAAv0KAALr7whJLYHuJszWXYweBA,True
37,Lekin buni kamida bir yil sinash kerak.,AwACAgIAAxkBAAIBB1-g8TLziatVP94RsVzN4FXgPDCSAAIBCwAC6-8ISe2YRn3rAAGY1x4E,True
38,"Yozning oxiri, kuz oylarida sinadik, endi qish-bahor oylarida ham sinaymiz.",AwACAgIAAxkBAAIBEF-g8T13UGHz_DHJjRxE4S6qWS77AAICCwAC6-8ISRq-a1saVsqPHgQ,True
39,Akkumulyatorlar sovuq iqlimga qanchalik bardosh beradi.,AwACAgIAAxkBAAIBFF-g8UPBOD8zAAEWtpRoEdmTUpuLKAACAwsAAuvvCEmujuZFKI0-eR4E,True
40,vazirlar mahkamasi yangi saylangan O'zbekiston respublikasi oliy majlisi oldida o'z vakolatlarini zimmasidan soqit qiladi.,AwACAgIAAxkBAAPOX6Dw8a4AAZPokjb8eBjagPfqx9qVAAJrCQACeMsISZ2TO8bENnbGHgQ,True
41,vazirlar mahkamasi yangi saylangan O'zbekiston respublikasi oliy majlisi oldida o'z vakolatlarini zimmasidan soqit qiladi.,AwACAgIAAxkBAANOX56juIXrukHIAgWQtNSLzEtaqBkAAsgJAAIirflIwAoNq8AsqdweBA,True
42,"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",AwACAgIAAxkBAANoX5-SDq31ymoWZcD0hHAadtMjKsMAAtEGAALm4AFJba5vfVYOAdoeBA,True
43,"muhammad yusuf ijodining o'ziga xos xususiyati shundaki, u juda oson o'qiladi, sodda, xalqchil.",AwACAgIAAxkBAAPzX6DxHFsZp-xFKDKtS7YxmOAWls8AAm4JAAJ4ywhJ3XTiHfpX6WgeBA,True
44,"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",AwACAgIAAxkBAAPhX6DxBfXQrUXU3_232NE031ju0YQAAmwJAAJ4ywhJUrlRZpiQt_8eBA,True
45,"kishilar bepoyon yashil o'tloqlar, tevarakni o'rab olgan turli tuman yovvoyi hayvonlaru bo'rilarning hamlalari aro turli taraflarga yo'l olganlar.",AwACAgIAAxkBAAP3X6DxID5VWwd8tw9PZ8Wrp5dHGc0AAv8KAALr7whJya24vqj-jxceBA,True
46,yomon axloqning qalb sofligiga beradigan zarari esa qo'rqinchliroqdir.,AwACAgIAAxkBAAP8X6DxKEBNqrIxYSo5HkkKMYkb3sYAAwsAAuvvCEkr5xm1Z_k01x4E,True
47,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAIBBF-g8S9A383Cq_-cekWkAuuk5jldAALrDQACyqwAAUny-OJCb67APR4E,True
48,"kishilar bepoyon yashil o'tloqlar, tevarakni o'rab olgan turli tuman yovvoyi hayvonlaru bo'rilarning hamlalari aro turli taraflarga yo'l olganlar.",AwACAgIAAxkBAAP-X6DxKWluAAH3SayELW762H1r8gf1AAJvCQACeMsIScFO10zOMoiJHgQ,True
49,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAN9X5_lkGjkctTyuFW6cJt-9CFAvbUAArsJAAK0HwFJMxH7aJbeS6UeBA,True
50,"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",AwACAgIAAxkBAAOBX5_lyTk3h1jG8gdcj29_IC2oP-gAAtAJAAIMOwABSRYT_ClNOVqyHgQ,True
51,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAPLX6Dw7Md0Xkzh9eWqDXV3o1pLhR0AAsEKAAK7IghJsQePEEynULIeBA,True
52,vazirlar mahkamasi yangi saylangan O'zbekiston respublikasi oliy majlisi oldida o'z vakolatlarini zimmasidan soqit qiladi.,AwACAgIAAxkBAAPjX6DxCTC1N4UoFral2Y78QNBcqk8AAscKAAIPAghJUHjp-oah3OAeBA,True
53,"Bu jarayonda mashinaning ichki yonuv dvigateli va uzatmalar qutisi olib tashlanadi, o‘rniga elektr dvigatel, reduktor va kontrollyor o‘rnatiladi.",AwACAgIAAxkBAAIBFV-g8UR4DlqyS17UbjT4ltfjbgyoAALLCgACDwIIScWoWJEzXScgHgQ,True
54,"kishilar bepoyon yashil o'tloqlar, tevarakni o'rab olgan turli tuman yovvoyi hayvonlaru bo'rilarning hamlalari aro turli taraflarga yo'l olganlar.",AwACAgIAAxkBAAIBJ1-g8VGN0g0I2ugNcG9QxJqyFXM3AALNCgACxSQISfuWCBHTxTTnHgQ,True
55,"Elektron kutubxonada javonlar vazifasini jildlar, kitoblar vazifasini esa Internet saxifalari bajaradi.",AwACAgIAAxkBAAIBil-g8ZI4B0ET-sqUCcj-794pPO4hAAKcCAACAhoISQ3dN5sTza4UHgQ,True
56,Ushbu avtomobil tannarxini tushirish uchun uning konstruksiya qismlarini maksimal darajada saqlab qolish harakatidamiz.,AwACAgIAAxkBAAIZIF-kx13bm9VB7Kdd5_7XtZtudnL8AAKDCgACpu4pSQwd4N1IN_y-HgQ,False
57,yomon axloqning qalb sofligiga beradigan zarari esa qo'rqinchliroqdir.,AwACAgIAAxkBAAIBNV-g8VtcFe0uedT7ZaHt2Tw4UzW3AALOCgACxSQISTmpOsIntuHgHgQ,False
58,Olomon qurol-aslaha omborlariga hujum qiladi,AwACAgIAAxkBAAIUPV-jdRtfkacZ5GoxfGWS6kjr9YGHAALRCAAC9RogSbNIiw3p58cOHgQ,False
59,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAIUIF-jSOHuVxcE4tPZo50K_fKSwGdDAAI-DgACfFUZSS3qGN2mI5JKHgQ,False
60,Akkumulyatorlar sovuq iqlimga qanchalik bardosh beradi.,AwACAgIAAxkBAAIXLF-kIuVaGx_rsVZ4dnuLP_h5mlh0AALSCQAC-MMgSQHfgVKpV1XtHgQ,False
61,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAIXP1-kLqUovjYKeeZ-cKkJm7rjHNVQAAIUCQACvx8oSc5Y2PRgd-I7HgQ,False
62,Lekin buni kamida bir yil sinash kerak.,AwACAgIAAxkBAAIXrF-kow5XTZPeFz6cbOkSrmHodZLkAAIQCgACamIpScgvZeFo61yUHgQ,False
63,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAIYwl-kvkBP1MU6JX5CIwnNckVxa3CsAAKcCQAC6uwpSdudX7NO6vdtHgQ,False
64,Labo elektromobilini yarim yil ichida yaratish ko‘zda tutilgan.,AwACAgIAAxkBAAIZKF-kx4AO9VtLHMtLuUyVVgduvryMAAKHCgACpu4pSe6fPYQ7Vrq_HgQ,False
65,bu esa iste'molni oshirish paytida tabiiy gazni teng taqsimlash imkoniyatiga ega emasligini ma'lum qildi.,AwACAgIAAxkBAAJBn1_Y0LT_unkwU5vmHvPxUOY7dXe3AAJ2BwACCy3ISpt7GyAxapjoHgQ,False
66,Bu kutubxona ma`lumotlari elektron ko`rinishda bo`ladi va ular kompyuterda joylashadi.,AwACAgEAAxkBAAJCQl_bm1uCQtKumlkfxg8LX_Q5D8RyAAKIAQACMC3gRpCDum-drjj_HgQ,False
67,Bu kutubxonaning elektron shaklidir.,AwACAgIAAxkBAAJa5GAzZnPHt82d9y7IaFRea8IYTrAhAAI6CQACQh-ZSZfTHjb6arQIHgQ,False
68,Monopoliyaga qarshi kurashish qo‘mitasi tomonidan qonun hujjatlari talablari buzilganligi holati yuzasidan xususiy ajrim chiqarish yo‘li bilan munosabat bildirildi.,AwACAgIAAxkBAAJcYmAzaYy657dftJOhLisRfna3OkFdAAJTCQACQh-ZSYrm7aEhHxVnHgQ,False
69,"sovuq havoda avtomobil qanaqa yuradi, shularni sinashimiz kerak.",AwACAgIAAxkBAAJdHGAzasgitAvprk6wATPvkA37Ci3BAAJGCwACLWmYSbmhujVzGci3HgQ,False
70,"Bilishim boʻyicha, oʻsha voqealar haqida koʻp maʼlumotlar haliyam sir saqlanadi.",AwACAgIAAxkBAAJe3GAzbd0YzlFYQbPRFX5KpFkejBHCAALPCQACchGYSST3uDXcTxVbHgQ,False
71,"o‘simlik va paxta yog‘lari, shuningdek, shakar narxi hamon qimmatligicha qolayotgani, bodring narxi keskin ko‘tarilgani oydinlashmoqda.",AwACAgIAAxkBAAJypWAzq9qzcefiEuXg-PBRZNLCj0LLAALVDgACe9qgSQyojk0yx8rvHgQ,False
72,"sovuq havoda avtomobil qanaqa yuradi, shularni sinashimiz kerak.",AwACAgIAAxkBAAJy4GAzrM720X3IzOgD6L_aozroszvCAAIjCgAC9RmYSQvgVgnSOg40HgQ,False
73,Ezgulik daryosi nima,AwACAgIAAxkBAAJ1PWAzstnm8YHwqVc12GkXHZB3KyZ6AAIHDwACe9qgSerqiFKuNiqDHgQ,False
74,"sovuq havoda avtomobil qanaqa yuradi, shularni sinashimiz kerak.",AwACAgIAAxkBAAJ192Azs97MScfOXSrGWdirOQlJZGz6AAINDQACmI-YScCdqQABEtF3Tx4E,False
75,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAILNl-hqIKoKwjSquR2bfTOJerDaqLlAAJ3CQAC7FIQSYJAmu5Ng81AHgQ,True
76,Chopar mulzam holda yerga qarabdi,AwACAgIAAxkBAAIKuF-hpj3ByJlGg4ul44--LWwAAvcQAAIBCAAC-QoQSXV4ezWZMRd0HgQ,True
77,Birortalari ham bironta podsho huzurida bo‘lmagan,AwACAgIAAxkBAAIKel-hpVkvHtFu-bCAYboHL48L11p4AALlBwAC-QoQSWbbs8DSjiyPHgQ,True
78,Seminarlarda faol qatnashgan barchangizga oʻz minnatdorchiligimni bildiraman.,AwACAgIAAxkBAAISCl-i_mPBHMioaOfMMPz68jbQyaFOAAKwCQAC1jwYSf3hfA_mIuDcHgQ,True
79,Sizning iqtibosingizni muxlislar tanlaydi,AwACAgIAAxkBAAISRF-jAAH3KgksLU9PqFPKPdQNlvialQACzgkAAtY8GEkxlfN5fstBDx4E,True
80,"kishilar bepoyon yashil o'tloqlar, tevarakni o'rab olgan turli tuman yovvoyi hayvonlaru bo'rilarning hamlalari aro turli taraflarga yo'l olganlar.",AwACAgEAAxkBAAIUZF-jjupD9Wkd24JuPgKgfshb7QSnAAKjAAMKESFFPhTYvfjocOYeBA,True
81,Bunday ta’qib sovet hukumatini tashvishlantirib qo‘yadi,AwACAgIAAxkBAAIVE1-jtQ9qbsUXxmSouWkNT-zPKkpoAAIrCQACwJ8YSWII0xBnn6jaHgQ,True
82,Bizning Marg‘ilonda bir qiz bor.,AwACAgIAAxkBAAIVU1-jtgVo8h6RAmqh0UO3DZEQQAlnAAJLCQACwJ8YSVFPVbMpynM2HgQ,True
83,yomon axloqning qalb sofligiga beradigan zarari esa qo'rqinchliroqdir.,AwACAgIAAxkBAAIHFF-hFgSLXiFs92zHEQHiX3kWw-ECAAJMCQAC0D0ISRqLgd98SANKHgQ,True
84,"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",AwACAgIAAxkBAAJBE1_SZVSDW2Y4_UWenLdpdwABrW5sTwAClQkAAqgskUr05yk8nRgBSB4E,True
85,Odamlarning tabaqaga bo‘linishi bekor qilinadi,AwACAgEAAxkBAAJZ8WAzY-A_iVjuVKXxao8Tqof_CrZFAAKGAQACBfKYRaUrgAndFdwtHgQ,True
86,"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",AwACAgIAAxkBAAJaLmAzZQacxuUbgDGtqNjtbkRt5lJXAALSCgAC1_CZSQtr3RMwTL-9HgQ,True
87,Labo elektromobilini yarim yil ichida yaratish ko‘zda tutilgan.,AwACAgIAAxkBAAJao2AzZgq7KPHNaICTBN96D7vGGieLAALeCgAC1_CZST1P7tYf0zTOHgQ,True
88,U xotiniga sadoqatli chiqib qoldi,AwACAgIAAxkBAAJbZGAzZyhPaIlYO6MsQrzcuqKaAcuxAAL9CgAC1_CZSdIBvUZsgIcoHgQ,True
89,Bozor iqtisodiyoti va undagi davlatning o’rnini shunga qiyoslasa bo’ladi.,AwACAgEAAxkBAAJcJGAzaPmHpSJXVbTwIaIdEflmRL_qAALqAQACBfKYRRW7YA1up3IdHgQ,True
90,Qanday fikrlash mumkin?,AwACAgEAAxkBAAJd22Aza7purIb_vZOFKuevwgNLAAHpTwACFwIAAgXymEUMLvSp3nPDqB4E,True
91,Odamlarning tabaqaga bo‘linishi bekor qilinadi,AwACAgIAAxkBAAJeG2AzbBUj62PFv6OYmLHP1DP3CGjGAAKxCwACSwiYSUX9zfK0v0siHgQ,True
92,U xotiniga sadoqatli chiqib qoldi,AwACAgIAAxkBAAJeK2AzbDbxN4SLDnWqxMPjNIPViOSjAAK0CwACSwiYSdmpFH53AgYBHgQ,True
93,Ammo u yolg‘iz emasdi,AwACAgIAAxkBAAJem2AzbQu8poYp4Cp7FMbhPhyDC9NIAALPCwACSwiYSVr2DLnNEIG6HgQ,True
94,"Bashorat qilish juda qiyin narsa, ayniqsa kelajakda nima bo’lishini bashorat qilish.",AwACAgIAAxkBAAJfHWAzbqx23-aD4tQxfAqHZ16Wb6KeAALuCwACSwiYSZMquXjxPJfvHgQ,True
95,Uch oyda uch trillion dollar qarz,AwACAgIAAxkBAAJxD2Azoee5btg0fp7WkER14nNhyd8YAAK_DAACSwiYSQd8AYI4Zv-ZHgQ,True
96,Baxt hammani o'z qo'lida yoki yonida,AwACAgIAAxkBAAJxTWAzolDLZsPjfDHkQkQ4fVqJz_nxAAJ_DAACMbKhSSc2HkvrCnd5HgQ,True
97,Pomidor va bodring ayrim hududlar markazlarida keskin qimmatlagan.,AwACAgIAAxkBAAJxjGAzotlUzBOtD53khgzRddj-WQT6AAK4DQACQ12gSfAyP6hN2YRrHgQ,True
98,"Bu farmonda siz aytganingizdek, lotin yozuviga to‘liq o‘tish yuzasidan topshiriqlar ham belgilangan.",AwACAgIAAxkBAAJxzGAzpAXUo3F6qoC0tDOeQSd54UH6AAKjDAACMbKhSWvN_hIu2n8AAR4E,True
99,Akkumulyatorlar sovuq iqlimga qanchalik bardosh beradi.,AwACAgIAAxkBAAJyDGAzp2h5Yye8YFLPDyA5CQxUyttSAALuDAAC-gWhSd_tObSyuKT8HgQ,True
100,"Shuningdek, boshqaruv matematik modelini yaratyapmiz.",AwACAgIAAxkBAAJzGmAzrmuNeQkfnSehr9dnOoMGeGrOAAKeCQACLiGgSXQvBPV9G_2OHgQ,True
101,"Faqat Unga ishonish, Uning yozganiga, qadariga rozi boʻlish va har narsaga shukr qila bilish kerak halos",AwACAgIAAxkBAAJzU2Azr9IBWwxBAAGOVe7563vawIBERwAC4gwAAjGyoUnyi-BFV_cimx4E,True
102,"sovuq havoda avtomobil qanaqa yuradi, shularni sinashimiz kerak.",AwACAgIAAxkBAAJzzGAzsNFnpJ6UtU6t_1VJ_AZ31Hh_AAJnDwAC0lugSSqThiK-TLCMHgQ,True
103,Ammo nega bularni soʻrading,AwACAgIAAxkBAAJ0C2AzsTcUOp8dbBc5EkhQGGrLaX6EAAIMDQACMbKhSX9purs7tY6AHgQ,True
104,Bu kutubxona ma`lumotlari elektron ko`rinishda bo`ladi va ular kompyuterda joylashadi.,AwACAgIAAxkBAAJ0SGAzsYnV7lxBXv8GHwY2JzwqMrj3AAKzCwACRuKZSd_ZgSkRmJXKHgQ,True
105,Monopoliyaga qarshi kurashish qo‘mitasi tomonidan qonun hujjatlari talablari buzilganligi holati yuzasidan xususiy ajrim chiqarish yo‘li bilan munosabat bildirildi.,AwACAgIAAxkBAAJ0xmAzsmdMDAXQ63RMDPvF0i7X2mOUAALFCwACRuKZSRa6_bcTWQaqHgQ,True
106,Mazkur iltimosnoma yuzasidan taraflar fikri so‘ralgach,AwACAgIAAxkBAAJ1AWAzspScGAPjYu1rHLDXsnHRh-1TAAKEDwAC0lugSRTuPT71WFM5HgQ,True
107,Elchilar g‘olib turonliklarga peshvoz chiqdilar,AwACAgIAAxkBAAJ1fWAzsxzaWQrxFCCFN_XM0TlJVx5TAAKTDwAC0lugSa408ySk0P3HHgQ,True
108,ba'zilarini o‘qib madoring quriydi,AwACAgIAAxkBAAJ1uGAzs3g2376fKZ3r-Twl7EOo4CBqAAIaDwACe9qgSUpjLDCVzOiLHgQ,True
109,Zolotoy toychoq mukofotiga sazovor bo‘lgan,AwACAgIAAxkBAAJ2OWAztDLwC0XlMxc3LDzKTSsAAdq0BQACAgwAAkbimUkmcR53GWgbgB4E,True
110,Siz ham roʻyxatdan oʻting. Doʻstlaringiz bilan boʻlishing.,AwACAgIAAxkBAAJ2sGAztOkMYlUVZMGz1BSxkbEsbyhQAAI2DwACe9qgSfd1ge4AATE7Uh4E,True
111,Assalomu alaykum,AwACAgIAAxkBAAJ272AztUC0laD_fpsVJK0Dd9DTgMUVAAJADwACe9qgSY0XqXLg8fwRHgQ,True
112,"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",AwACAgIAAxkBAAIUIl-jSRaZdkz5IvA9_aoz7yYJDYq6AAI_DgACfFUZSTJ_ThMjA3d1HgQ,False
113,O‘zbekistonda dollarning rasmiy kursi yana oshdi.,AwACAgIAAxkBAAIXLl-kI3fbfzym10Sb2MeDnDeu8ofhAALTCQAC-MMgSRbAeIiQU6LhHgQ,False
114,Mazkur iltimosnoma yuzasidan taraflar fikri so‘ralgach,AwACAgIAAxkBAAIXv1-kqNpBsxOHxOaji96H3b4o9R-EAAJeCgACcyspSdqTrC428GsMHgQ,False
115,kuz-qish davri boshlanishi arafasida tegishli bildirishnomalarni olgani aytiladi,AwACAgIAAxkBAAJA41_QighM8WoFT7wZCWoLbe2IE0z0AAJ1CAACaBuBSn_3vjxnN82cHgQ,False
