client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
47422466a12986225f10c77e8e34783aafc525e4a7a5da10ce1bd0cf404bdc762fa8041dbc0eb4a874bd562da69dbe842816c7b05f3ba656ff54d642020f98ce	common_voice_uz_28466065.mp3	Sizga choyni qaysi qo‘li bilan uzatganini so‘rasa, hayron bo‘lmang.	1	2				uz	
47422466a12986225f10c77e8e34783aafc525e4a7a5da10ce1bd0cf404bdc762fa8041dbc0eb4a874bd562da69dbe842816c7b05f3ba656ff54d642020f98ce	common_voice_uz_28466067.mp3	Ayrim manbalarga qaraganda Xorazmshohlar unvonini dastlab siyovushlar sulolasi qabul qilgan.	0	2				uz	
5d9fedccf03e52a897f3a4c0485eebe00d4271cd67726c3c5c1c0450231399d09a35a4e23a4e929c7ca2875a2f5066f1fd4e3d70634bc88cc9662f4539104ff0	common_voice_uz_28526228.mp3	Haqiqatan juda qiziq bo‘ladi.	1	2				uz	
5d9fedccf03e52a897f3a4c0485eebe00d4271cd67726c3c5c1c0450231399d09a35a4e23a4e929c7ca2875a2f5066f1fd4e3d70634bc88cc9662f4539104ff0	common_voice_uz_28526229.mp3	Provokatsiya so‘zining ma’nosi haqida so‘rashibdi.	1	2				uz	
43177128af72fb67f3444ec14cadc1e8089e96d490d508075397f8fe945bb8717a7564195dce49f1de3c8d2a98d7581a88d3172e6c247bb28edb151aa3c24c3f	common_voice_uz_28531770.mp3	Bu juda qiyin va futbolchining ichki jarayoni, ishoning!	1	2	thirties	male		uz	
43177128af72fb67f3444ec14cadc1e8089e96d490d508075397f8fe945bb8717a7564195dce49f1de3c8d2a98d7581a88d3172e6c247bb28edb151aa3c24c3f	common_voice_uz_28531772.mp3	Tabiat shunaqangi qudratliki, xohlasa, gulshanning qoq o‘rtasida sassiq alaf o‘stiradi.	0	2	thirties	male		uz	
dc1c8dfd8ef99b0eb980df4f7a08648d585931da37034d1476cb040f8252bbcd986f8378eb558b75c415328a0260355d4c85178deaa7b7c94bb711d8e95216b8	common_voice_uz_28550970.mp3	Kichik tadbirkor esa unday emas.	1	2				uz	
dc1c8dfd8ef99b0eb980df4f7a08648d585931da37034d1476cb040f8252bbcd986f8378eb558b75c415328a0260355d4c85178deaa7b7c94bb711d8e95216b8	common_voice_uz_28550971.mp3	E’tibor berganmisiz: qaldirg’ochlar fayzsiz, noahil xonadonga hech qachon in qurmaydi.	0	2				uz	
dc1c8dfd8ef99b0eb980df4f7a08648d585931da37034d1476cb040f8252bbcd986f8378eb558b75c415328a0260355d4c85178deaa7b7c94bb711d8e95216b8	common_voice_uz_28550972.mp3	Yoqimsiz hidni yo‘qotish uchun sinalgan tavsiya.	0	2				uz	
dc1c8dfd8ef99b0eb980df4f7a08648d585931da37034d1476cb040f8252bbcd986f8378eb558b75c415328a0260355d4c85178deaa7b7c94bb711d8e95216b8	common_voice_uz_28550973.mp3	Karaxtlikdan dong qotib qolgan deyishdi.	0	2				uz	
dc1c8dfd8ef99b0eb980df4f7a08648d585931da37034d1476cb040f8252bbcd986f8378eb558b75c415328a0260355d4c85178deaa7b7c94bb711d8e95216b8	common_voice_uz_28550974.mp3	Buni tilshunoslarga qoldiramiz.	0	2				uz	
517e27e108ffdb4654f906572677671af7720d4895a2a42b087ecdd29563c834afe3b68f986700880ef06248ef9df95ee7c640d73c772ecde571b74559a6f344	common_voice_uz_28721409.mp3	Suvosti televideniyesi.	1	2				uz	
43177128af72fb67f3444ec14cadc1e8089e96d490d508075397f8fe945bb8717a7564195dce49f1de3c8d2a98d7581a88d3172e6c247bb28edb151aa3c24c3f	common_voice_uz_28752989.mp3	Atrofni kuzatib turish uchun soqchi yolladim.	0	2	thirties	male		uz	
3f33c6a5fd8dc0837f2b29d81768a3bf9a64524031dbcc33da06d9496684c55b5b9cb8cfc4250d3d1d96d48f493840787c43665d569680b0a98641afa5ccc0a0	common_voice_uz_28811486.mp3	Xalqqa hisobot berib, savollarga javob berib halol oshini koʻchada ichsa boʻlardi.	0	2				uz	
3f33c6a5fd8dc0837f2b29d81768a3bf9a64524031dbcc33da06d9496684c55b5b9cb8cfc4250d3d1d96d48f493840787c43665d569680b0a98641afa5ccc0a0	common_voice_uz_28811494.mp3	Biz biror ishda muvaffaqiyat qozonar ekanmiz, tabiiyki, u ish uchun ularning haqqini ishlatib yuboramiz.	0	2				uz	
3f33c6a5fd8dc0837f2b29d81768a3bf9a64524031dbcc33da06d9496684c55b5b9cb8cfc4250d3d1d96d48f493840787c43665d569680b0a98641afa5ccc0a0	common_voice_uz_28811495.mp3	Endi ular xalqni yomg‘ir yog‘ayotganiga ishontirishadi.	0	2				uz	
3f33c6a5fd8dc0837f2b29d81768a3bf9a64524031dbcc33da06d9496684c55b5b9cb8cfc4250d3d1d96d48f493840787c43665d569680b0a98641afa5ccc0a0	common_voice_uz_28811496.mp3	"Ota - onalar bilan chiroyli muomalada bo'lmaydi."	1	2				uz	
3f33c6a5fd8dc0837f2b29d81768a3bf9a64524031dbcc33da06d9496684c55b5b9cb8cfc4250d3d1d96d48f493840787c43665d569680b0a98641afa5ccc0a0	common_voice_uz_28811497.mp3	Shu tarzda YouTube’da o‘z sahifamni yurita boshladim.	0	2				uz	
23fa231a6951ae22511f173e4502b5d2e48dcef3f08f17f4a90f830d286a30daf6cbd3aed7e8bcf359f20e2e15d53a2cad9fe065e6129a5ab5de56cebe19c4dd	common_voice_uz_28819432.mp3	Shunaqangi ayollar borki, qirqta erkak shaytonni aliment to’laydigan qilib qo’yadi.	1	2	twenties	male		uz	
23fa231a6951ae22511f173e4502b5d2e48dcef3f08f17f4a90f830d286a30daf6cbd3aed7e8bcf359f20e2e15d53a2cad9fe065e6129a5ab5de56cebe19c4dd	common_voice_uz_28819568.mp3	Muammo Hamasning kirdikorlaridan yoki falastinliklarning zo‘ravon namoyishlaridan kattaroq.	1	2	twenties	male		uz	
23fa231a6951ae22511f173e4502b5d2e48dcef3f08f17f4a90f830d286a30daf6cbd3aed7e8bcf359f20e2e15d53a2cad9fe065e6129a5ab5de56cebe19c4dd	common_voice_uz_28825692.mp3	qochib yurishing kerakmi, koʻrishsang balki yengil tortarsan deb uqtirdi.	1	2	twenties	male		uz	
23fa231a6951ae22511f173e4502b5d2e48dcef3f08f17f4a90f830d286a30daf6cbd3aed7e8bcf359f20e2e15d53a2cad9fe065e6129a5ab5de56cebe19c4dd	common_voice_uz_28825707.mp3	Biror fojia roʻy bersa bu hech qachon xalqqa ochiq oydin koʻrsatilmagan.	1	2	twenties	male		uz	
23fa231a6951ae22511f173e4502b5d2e48dcef3f08f17f4a90f830d286a30daf6cbd3aed7e8bcf359f20e2e15d53a2cad9fe065e6129a5ab5de56cebe19c4dd	common_voice_uz_28825850.mp3	Ortida qolgan o‘nlarcha qalblarga qiyo boqmas.	1	2	twenties	male		uz	
b0813e313ec21041db7114a056b7fd9acdcb238f8effe540f7476f132bfa1b16dcc2dbc7bf175143f4c10ae82e3a52a1c278772a5fe9e0f05027e258bacaaa01	common_voice_uz_28826210.mp3	Butun dunyoda o‘rtacha harorat ko‘tarilib boryapti.	1	2				uz	
a163981ed4a3dca8d532c47be7288f2a5fc59b745087ccd1badaf4c665bcc68832a1b58a4acbba071f0f156d28248682063cefd9822e0e07e061589ddd27f62a	common_voice_uz_28826218.mp3	Avvalo bir narsani biling, siz biznes treningda vaqt uchun pul toʻlaysiz.	1	2	twenties	male		uz	
a163981ed4a3dca8d532c47be7288f2a5fc59b745087ccd1badaf4c665bcc68832a1b58a4acbba071f0f156d28248682063cefd9822e0e07e061589ddd27f62a	common_voice_uz_28826223.mp3	lekin baribir ham sinfda do‘sting yo‘q.	1	2	twenties	male		uz	
a163981ed4a3dca8d532c47be7288f2a5fc59b745087ccd1badaf4c665bcc68832a1b58a4acbba071f0f156d28248682063cefd9822e0e07e061589ddd27f62a	common_voice_uz_28826229.mp3	og‘ayningni e’tiborsizligi va parishonxotirligi uchun aybga buyurma.	1	2	twenties	male		uz	
a163981ed4a3dca8d532c47be7288f2a5fc59b745087ccd1badaf4c665bcc68832a1b58a4acbba071f0f156d28248682063cefd9822e0e07e061589ddd27f62a	common_voice_uz_28826251.mp3	O‘sha paytlarda bu daryolarda kemada suzishni kemachiliar gildiyasi oʻz monopoliyasiga aylantirib olgan edi.	1	2	twenties	male		uz	
a163981ed4a3dca8d532c47be7288f2a5fc59b745087ccd1badaf4c665bcc68832a1b58a4acbba071f0f156d28248682063cefd9822e0e07e061589ddd27f62a	common_voice_uz_28826256.mp3	Boshqa bir koʻngli esa uchratsang nima qilibdi.	1	2	twenties	male		uz	
a163981ed4a3dca8d532c47be7288f2a5fc59b745087ccd1badaf4c665bcc68832a1b58a4acbba071f0f156d28248682063cefd9822e0e07e061589ddd27f62a	common_voice_uz_28826260.mp3	Nazariya ishlayaptimi?	1	2	twenties	male		uz	
a163981ed4a3dca8d532c47be7288f2a5fc59b745087ccd1badaf4c665bcc68832a1b58a4acbba071f0f156d28248682063cefd9822e0e07e061589ddd27f62a	common_voice_uz_28826263.mp3	Bu safar xotiniga judayam yaqin keldi.	0	2	twenties	male		uz	
a163981ed4a3dca8d532c47be7288f2a5fc59b745087ccd1badaf4c665bcc68832a1b58a4acbba071f0f156d28248682063cefd9822e0e07e061589ddd27f62a	common_voice_uz_28826268.mp3	Baxya so‘zi tojikchadan kirgan va kiyim chokini bildiradi.	1	2	twenties	male		uz	
a163981ed4a3dca8d532c47be7288f2a5fc59b745087ccd1badaf4c665bcc68832a1b58a4acbba071f0f156d28248682063cefd9822e0e07e061589ddd27f62a	common_voice_uz_28826438.mp3	Unda guvohnomani qanday olishadi?	1	2	twenties	male		uz	
a163981ed4a3dca8d532c47be7288f2a5fc59b745087ccd1badaf4c665bcc68832a1b58a4acbba071f0f156d28248682063cefd9822e0e07e061589ddd27f62a	common_voice_uz_28826440.mp3	Katta sarf-xarajatsiz bu ishlarni bitirib bo‘lmasdi.	1	2	twenties	male		uz	
a163981ed4a3dca8d532c47be7288f2a5fc59b745087ccd1badaf4c665bcc68832a1b58a4acbba071f0f156d28248682063cefd9822e0e07e061589ddd27f62a	common_voice_uz_28826442.mp3	U oʻz ixtirosini sinab koʻrish maqsadida Fulda daryosidan Vezer daryosigacha suzib koʻrmoqchi boʻlgan.	1	2	twenties	male		uz	
a163981ed4a3dca8d532c47be7288f2a5fc59b745087ccd1badaf4c665bcc68832a1b58a4acbba071f0f156d28248682063cefd9822e0e07e061589ddd27f62a	common_voice_uz_28826498.mp3	Fikr til materiali bazasidagina ro‘yobga chiqadi.	0	2	twenties	male		uz	
c1251f85f6275c0c6fec5c9e2951026f94f099d7b370bade31a3387970712a81c77c3272a806bc5c5da77f9a33c1179ad80a42559eccdffa13b9f279385ec668	common_voice_uz_28826651.mp3	Amaldagi konstitutsiyaga ko‘ra qirol shaxsi daxlsiz va u sudga tortilmaydi.	0	2				uz	
7f7bb87d210313aace7427313fe9e89358ae6e132c6372eebad2f5e93c8600aec9f4ace4f9823c3767ae111d1dd773a2e972a6e23b4d1db4dfaf9180ad42945d	common_voice_uz_28826664.mp3	Iqtisodiyot bu mashina, eshak yoki kema emas.	1	2				uz	
7f7bb87d210313aace7427313fe9e89358ae6e132c6372eebad2f5e93c8600aec9f4ace4f9823c3767ae111d1dd773a2e972a6e23b4d1db4dfaf9180ad42945d	common_voice_uz_28826694.mp3	Shu sababli vergul kerak emas.	1	2				uz	
3ed4cf679bc3f637ded35a3740e4517812047e58caaf9254daa00a2982eb56123b802edee1e37ff9e1810694b3e9d9ec5b3ff0e197608d79aea3dc27eaa96af5	common_voice_uz_28826707.mp3	Ikkinchisi har kuni oiladagilar yeyishi uchun non pishiradi.	1	2				uz	
7eca168cbd477751550a7b2ba41b5a9842d6255ce35536e923278cff2b3f2a38fc138a34caa28ac2b6e9e347fdf5b57e12beacb97160282aea93d8db12d76295	common_voice_uz_28826996.mp3	chunki sen kulgi eng yaxshi darmon ekanligini yodda tutasan!	1	2	twenties	male		uz	
d4516ffa11b4a62b6555f0985fbf8a94f70a327efd195364b7b7491b6dccf36e8e39b6fc3d9bdc1d1182f7a8352bee094eee12256d3da91cd90d2847fc9e8082	common_voice_uz_28827012.mp3	Sotti oyijonimning qo‘l ostilarida, deb javob beradi.	0	2	fifties	male		uz	
d4516ffa11b4a62b6555f0985fbf8a94f70a327efd195364b7b7491b6dccf36e8e39b6fc3d9bdc1d1182f7a8352bee094eee12256d3da91cd90d2847fc9e8082	common_voice_uz_28827016.mp3	Qo‘ltig‘iga qora sumka qistirgan kassir qiz sakrab tushdi.	0	2	fifties	male		uz	
d4516ffa11b4a62b6555f0985fbf8a94f70a327efd195364b7b7491b6dccf36e8e39b6fc3d9bdc1d1182f7a8352bee094eee12256d3da91cd90d2847fc9e8082	common_voice_uz_28827018.mp3	Ovqatxonada ham shu menyu.	0	2	fifties	male		uz	
d4516ffa11b4a62b6555f0985fbf8a94f70a327efd195364b7b7491b6dccf36e8e39b6fc3d9bdc1d1182f7a8352bee094eee12256d3da91cd90d2847fc9e8082	common_voice_uz_28827023.mp3	G‘arbiy turk xoqonligiga birlashgan aholining hayoti va xo‘jaligi turlicha bo‘lgan.	0	2	fifties	male		uz	
d4516ffa11b4a62b6555f0985fbf8a94f70a327efd195364b7b7491b6dccf36e8e39b6fc3d9bdc1d1182f7a8352bee094eee12256d3da91cd90d2847fc9e8082	common_voice_uz_28827028.mp3	Bir ko‘lda oqqushlar galasi yashardi.	0	2	fifties	male		uz	
2bd2269db77ead2866ca01dfa54cee0c1148cc500f5f49f0310236b74bde8252f6fc55b813192c1c07005908789a0662b49e671c50ca4d1051744b3d6101a8ca	common_voice_uz_28827342.mp3	Futbolchilar birin-ketin xatosiz ijro etishgan, faqat irlandlar darvozaboni bitta penaltini qaytargan.	1	2	teens	male		uz	
2bd2269db77ead2866ca01dfa54cee0c1148cc500f5f49f0310236b74bde8252f6fc55b813192c1c07005908789a0662b49e671c50ca4d1051744b3d6101a8ca	common_voice_uz_28827344.mp3	Ma’rifatchilarning orzulari hayot haqiqatiga aylandi.	0	2	teens	male		uz	
4668ea6c2342e6ee1d00e2e7bfb4e45e162064bc224681e62f69de05d115ba91c07f3f4b3f4cf17e1d236cabc2af298ec81b1a2d64299a821e4e57d08c37fe66	common_voice_uz_28827588.mp3	U kishidagi g‘ayrat-shijoat ancha-muncha yoshlarga ibrat edi.	1	2				uz	
4668ea6c2342e6ee1d00e2e7bfb4e45e162064bc224681e62f69de05d115ba91c07f3f4b3f4cf17e1d236cabc2af298ec81b1a2d64299a821e4e57d08c37fe66	common_voice_uz_28827594.mp3	Afrikada joylashgan va Afrikaning eng kambagʻal davlatlaridan biri.	1	2				uz	
7eca168cbd477751550a7b2ba41b5a9842d6255ce35536e923278cff2b3f2a38fc138a34caa28ac2b6e9e347fdf5b57e12beacb97160282aea93d8db12d76295	common_voice_uz_28828094.mp3	Telefon va internet olami Allohning bandalariga ato etgan ne’matlaridan biridir.	0	2	twenties	male		uz	
7eca168cbd477751550a7b2ba41b5a9842d6255ce35536e923278cff2b3f2a38fc138a34caa28ac2b6e9e347fdf5b57e12beacb97160282aea93d8db12d76295	common_voice_uz_28828223.mp3	Mashinalarning barchasi mahalliy politsiya inspektorlari ishida qulayliklar yaratish uchun mo‘ljallangan.	1	2	twenties	male		uz	
bd299afdd61c7e10f6352a24b16206e2e97339a36777a3bb10db4a1d5777536e2b66c2b06919a3685f847df91d6430713e97cfa03b7f934a38bc0e170889c4f4	common_voice_uz_28828267.mp3	Yoki masalan, hukumatni sudda yutsa bo‘ladimi?	0	2	teens	male		uz	
dfc45a0f2591d4a27c7793060ec2220267dc1a1889a390a945b7ab5a52ea436d5f931406323b420e0dd6e17de62ee8d00e0acc616b1ec71a316529af9663467e	common_voice_uz_28828310.mp3	Xioniylar, Kidariylar davlatlari hududini xaritadan ko‘rsating.	1	2				uz	
dfc45a0f2591d4a27c7793060ec2220267dc1a1889a390a945b7ab5a52ea436d5f931406323b420e0dd6e17de62ee8d00e0acc616b1ec71a316529af9663467e	common_voice_uz_28828393.mp3	Klublarimiz bugungi trendlardan ancha ortda qolib ketishmoqda.	1	2				uz	
7eca168cbd477751550a7b2ba41b5a9842d6255ce35536e923278cff2b3f2a38fc138a34caa28ac2b6e9e347fdf5b57e12beacb97160282aea93d8db12d76295	common_voice_uz_28829171.mp3	Yoshligida emlanmagan boladay osongina kasallandi-qoldi.	1	2	twenties	male		uz	
7eca168cbd477751550a7b2ba41b5a9842d6255ce35536e923278cff2b3f2a38fc138a34caa28ac2b6e9e347fdf5b57e12beacb97160282aea93d8db12d76295	common_voice_uz_28829594.mp3	Chunki istisno va yon bosish sifatida berilgan yengilliklar va erkinliklarning bitta hususiyati bor.	1	2	twenties	male		uz	
7eca168cbd477751550a7b2ba41b5a9842d6255ce35536e923278cff2b3f2a38fc138a34caa28ac2b6e9e347fdf5b57e12beacb97160282aea93d8db12d76295	common_voice_uz_28829630.mp3	Nega shunday bo‘lganini uzoq o‘yladim.	0	2	twenties	male		uz	
767016ed0c2e005f251001654e5ba30324ef6bf901fafa3a194947def1446b63280669af93e0027364c1f2df36e6d2d7ab2526232bfd040361dfe41e6418de50	common_voice_uz_28829656.mp3	Ya’ni xarajat masalasida, moliyaviy manba ahamiyatsiz.	0	2				uz	
767016ed0c2e005f251001654e5ba30324ef6bf901fafa3a194947def1446b63280669af93e0027364c1f2df36e6d2d7ab2526232bfd040361dfe41e6418de50	common_voice_uz_28829659.mp3	Nega buncha o‘ylarga tolding.	0	2				uz	
